ThermodayNum;DatePoseX;DateF;DateTime;HeureNum;HeureFactor;mois;annee;nightday;DateNum;Surface;Shelter;MeanNR;Day;Heat_Day;SMR_VB;EWL_VB;SMR_VS;EWL_VS;SMR_VA;EWL_VA;SMR_VL;EWL_VL;SMR_VAm;EWL_VAm
31;30/07/2003;30/07/2003;30/07/2003 21:01;21;21:01;jul;2003;D;31;18.5;19.5;20;30/07/2003;N;;;;;;;;;;
31;30/07/2003;30/07/2003;30/07/2003 22:01;22;22:01;jul;2003;N;31;17;19;19.625;30/07/2003;N;;;;;;;;;;
31;30/07/2003;30/07/2003;30/07/2003 23:01;23;23:01;jul;2003;N;31;15.5;19;19.375;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 00:01;0;00:01;jul;2003;N;32;14.5;18.5;19;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 01:01;1;01:01;jul;2003;N;32;14;18;18.75;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 02:01;2;02:01;jul;2003;N;32;13;17.5;18.25;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 03:01;3;03:01;jul;2003;N;32;12.5;17;17.875;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 04:01;4;04:01;jul;2003;N;32;12.5;17;17.75;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 05:01;5;05:01;jul;2003;N;32;12;16.5;17.375;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 06:01;6;06:01;jul;2003;N;32;12.5;16.5;17;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 07:01;7;07:01;jul;2003;N;32;13.5;16.5;17;30/07/2003;N;;;;;;;;;;
31;31/07/2003;31/07/2003;31/07/2003 08:01;8;08:01;jul;2003;N;32;14.5;16.5;17.125;30/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 09:01;9;09:01;jul;2003;D;32;17;16.5;17.125;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 10:01;10;10:01;jul;2003;D;32;19.5;17;17.5;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 11:01;11;11:01;jul;2003;D;32;22.5;17.5;19.25;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 12:01;12;12:01;jul;2003;D;32;25.5;18;27.375;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 13:01;13;13:01;jul;2003;D;32;23.5;18.5;23.875;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 14:01;14;14:01;jul;2003;D;32;30.5;19;25.75;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 15:01;15;15:01;jul;2003;D;32;33;19.5;25.125;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 16:01;16;16:01;jul;2003;D;32;39;19;27.375;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 17:01;17;17:01;jul;2003;D;32;42.5;19.5;27.5;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 18:01;18;18:01;jul;2003;D;32;39.5;19.5;28.5;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 19:01;19;19:01;jul;2003;D;32;35;19.5;26.75;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 20:01;20;20:01;jul;2003;D;32;26.5;19.5;23.875;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 21:01;21;21:01;jul;2003;D;32;20;19.5;22.875;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 22:01;22;22:01;jul;2003;N;32;17.5;19.5;21.75;31/07/2003;N;;;;;;;;;;
32;31/07/2003;31/07/2003;31/07/2003 23:01;23;23:01;jul;2003;N;32;16;19;20.5;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 00:01;0;00:01;aoû;2003;N;33;15;19;21.58333333;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 01:01;1;01:01;aoû;2003;N;33;14;19;20.83333333;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 02:01;2;02:01;aoû;2003;N;33;13;18.5;20.08333333;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 03:01;3;03:01;aoû;2003;N;33;12.5;18;19.5;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 04:01;4;04:01;aoû;2003;N;33;12.5;18;18.91666667;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 05:01;5;05:01;aoû;2003;N;33;12.5;17.5;18.83333333;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 06:01;6;06:01;aoû;2003;N;33;13;17.5;18.41666667;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 07:01;7;07:01;aoû;2003;N;33;12.5;17.5;18.25;31/07/2003;N;;;;;;;;;;
32;01/08/2003;01/08/2003;01/08/2003 08:01;8;08:01;aoû;2003;N;33;13;17.5;18.08333333;31/07/2003;N;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 09:01;9;09:01;aoû;2003;D;33;15;17.5;18.16666667;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 10:01;10;10:01;aoû;2003;D;33;23.5;17.5;19.66666667;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 11:01;11;11:01;aoû;2003;D;33;33;18;23.83333333;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 12:01;12;12:01;aoû;2003;D;33;39.5;18.5;28.5;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 13:01;13;13:01;aoû;2003;D;33;45.5;18.5;31.33333333;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 14:01;14;14:01;aoû;2003;D;33;47.5;19;32.16666667;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 15:01;15;15:01;aoû;2003;D;33;50;20;28.08333333;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 16:01;16;16:01;aoû;2003;D;33;49.5;20;29.91666667;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 17:01;17;17:01;aoû;2003;D;33;48;20.5;31.83333333;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 18:01;18;18:01;aoû;2003;D;33;45;20.5;31.5;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 19:01;19;19:01;aoû;2003;D;33;38.5;20.5;32.33333333;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 20:01;20;20:01;aoû;2003;D;33;29;21;30.75;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 21:01;21;21:01;aoû;2003;D;33;22.5;21;27.75;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 22:01;22;22:01;aoû;2003;N;33;19.5;21;25.16666667;01/08/2003;HD;;;;;;;;;;
33;01/08/2003;01/08/2003;01/08/2003 23:01;23;23:01;aoû;2003;N;33;18.5;21;24.25;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 00:01;0;00:01;aoû;2003;N;34;17;20.5;22.5;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 01:01;1;01:01;aoû;2003;N;34;16.5;20.5;21.33333333;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 02:01;2;02:01;aoû;2003;N;34;15.5;20;20.66666667;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 03:01;3;03:01;aoû;2003;N;34;15;20;20;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 04:01;4;04:01;aoû;2003;N;34;14.5;19.5;19.33333333;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 05:01;5;05:01;aoû;2003;N;34;14.5;19.5;18.83333333;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 06:01;6;06:01;aoû;2003;N;34;14;19;18.58333333;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 07:01;7;07:01;aoû;2003;N;34;14;19;18.08333333;01/08/2003;HD;;;;;;;;;;
33;02/08/2003;02/08/2003;02/08/2003 08:01;8;08:01;aoû;2003;N;34;16;19;18.16666667;01/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 09:01;9;09:01;aoû;2003;D;34;18;19;18.66666667;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 10:01;10;10:01;aoû;2003;D;34;25;19;23.91666667;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 11:01;11;11:01;aoû;2003;D;34;34;19.5;29.41666667;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 12:01;12;12:01;aoû;2003;D;34;41;20;31.25;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 13:01;13;13:01;aoû;2003;D;34;48;20.5;31.66666667;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 14:01;14;14:01;aoû;2003;D;34;52;21;31.91666667;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 15:01;15;15:01;aoû;2003;D;34;52;21.5;32.5;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 16:01;16;16:01;aoû;2003;D;34;52.5;22;31.91666667;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 17:01;17;17:01;aoû;2003;D;34;51;22.5;32;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 18:01;18;18:01;aoû;2003;D;34;48;23;30.66666667;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 19:01;19;19:01;aoû;2003;D;34;41.5;23;31.58333333;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 20:01;20;20:01;aoû;2003;D;34;31;23;31.25;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 21:01;21;21:01;aoû;2003;D;34;25;23;29.25;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 22:01;22;22:01;aoû;2003;N;34;22;23;26.5;02/08/2003;HD;;;;;;;;;;
34;02/08/2003;02/08/2003;02/08/2003 23:01;23;23:01;aoû;2003;N;34;21.5;23;25.66666667;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 00:01;0;00:01;aoû;2003;N;35;20.5;22.5;24.16666667;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 01:01;1;01:01;aoû;2003;N;35;19.5;22.5;23.58333333;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 02:01;2;02:01;aoû;2003;N;35;18.5;22;22.91666667;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 03:01;3;03:01;aoû;2003;N;35;18.5;22;22.41666667;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 04:01;4;04:01;aoû;2003;N;35;18;21.5;21.91666667;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 05:01;5;05:01;aoû;2003;N;35;17;21.5;21.66666667;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 06:01;6;06:01;aoû;2003;N;35;17.5;21;21.25;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 07:01;7;07:01;aoû;2003;N;35;17.5;21;21;02/08/2003;HD;;;;;;;;;;
34;03/08/2003;03/08/2003;03/08/2003 08:01;8;08:01;aoû;2003;N;35;17.5;21;20.83333333;02/08/2003;HD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 09:01;9;09:01;aoû;2003;D;35;19.5;21;21.25;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 10:01;10;10:01;aoû;2003;D;35;27.5;21;26.66666667;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 11:01;11;11:01;aoû;2003;D;35;37;21.5;31.25;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 12:01;12;12:01;aoû;2003;D;35;45;22;30.91666667;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 13:01;13;13:01;aoû;2003;D;35;50;23;31.25;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 14:01;14;14:01;aoû;2003;D;35;55;23.5;30.5;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 15:01;15;15:01;aoû;2003;D;35;55.5;24;30.41666667;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 16:01;16;16:01;aoû;2003;D;35;55.5;24.5;31.33333333;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 17:01;17;17:01;aoû;2003;D;35;54;25;31.75;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 18:01;18;18:01;aoû;2003;D;35;49.5;25;32.91666667;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 19:01;19;19:01;aoû;2003;D;35;44;25;31.91666667;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 20:01;20;20:01;aoû;2003;D;35;33;25;31.83333333;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 21:01;21;21:01;aoû;2003;D;35;27;25.5;29.66666667;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 22:01;22;22:01;aoû;2003;N;35;24.5;25;28;03/08/2003;VHD;;;;;;;;;;
35;03/08/2003;03/08/2003;03/08/2003 23:01;23;23:01;aoû;2003;N;35;23.5;25;27.83333333;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 00:01;0;00:01;aoû;2003;N;36;22.5;25;25.91666667;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 01:01;1;01:01;aoû;2003;N;36;22;24.5;25.41666667;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 02:01;2;02:01;aoû;2003;N;36;21;24.5;25.25;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 03:01;3;03:01;aoû;2003;N;36;20.5;24;24.25;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 04:01;4;04:01;aoû;2003;N;36;20.5;24;24.08333333;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 05:01;5;05:01;aoû;2003;N;36;20.5;23.5;23.66666667;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 06:01;6;06:01;aoû;2003;N;36;20;23;23.33333333;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 07:01;7;07:01;aoû;2003;N;36;19;23;22.5;03/08/2003;VHD;;;;;;;;;;
35;04/08/2003;04/08/2003;04/08/2003 08:01;8;08:01;aoû;2003;N;36;20;23;22.58333333;03/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 09:01;9;09:01;aoû;2003;D;36;22;23;22.83333333;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 10:01;10;10:01;aoû;2003;D;36;29;23;28;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 11:01;11;11:01;aoû;2003;D;36;38.5;23.5;31.25;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 12:01;12;12:01;aoû;2003;D;36;46;24;31.25;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 13:01;13;13:01;aoû;2003;D;36;51.5;24.5;31.75;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 14:01;14;14:01;aoû;2003;D;36;55;25;30.91666667;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 15:01;15;15:01;aoû;2003;D;36;55.5;25.5;31.16666667;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 16:01;16;16:01;aoû;2003;D;36;54;26;31.25;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 17:01;17;17:01;aoû;2003;D;36;53.5;26;31;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 18:01;18;18:01;aoû;2003;D;36;49.5;26.5;31.83333333;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 19:01;19;19:01;aoû;2003;D;36;44.5;27;31.75;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 20:01;20;20:01;aoû;2003;D;36;34.5;27;31.08333333;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 21:01;21;21:01;aoû;2003;D;36;28.5;27;31.41666667;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 22:01;22;22:01;aoû;2003;N;36;25.5;27;29.83333333;04/08/2003;VHD;;;;;;;;;;
36;04/08/2003;04/08/2003;04/08/2003 23:01;23;23:01;aoû;2003;N;36;24;26.5;27.75;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 00:01;0;00:01;aoû;2003;N;37;23;26;27.33333333;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 01:01;1;01:01;aoû;2003;N;37;22.5;25.5;25.58333333;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 02:01;2;02:01;aoû;2003;N;37;22.5;25.5;26.08333333;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 03:01;3;03:01;aoû;2003;N;37;22;25;25.66666667;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 04:01;4;04:01;aoû;2003;N;37;21.5;24.5;25.08333333;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 05:01;5;05:01;aoû;2003;N;37;21.5;24.5;24.75;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 06:01;6;06:01;aoû;2003;N;37;20;24.5;24;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 07:01;7;07:01;aoû;2003;N;37;20;24;23.83333333;04/08/2003;VHD;;;;;;;;;;
36;05/08/2003;05/08/2003;05/08/2003 08:01;8;08:01;aoû;2003;N;37;21;24;23.83333333;04/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 09:01;9;09:01;aoû;2003;D;37;23;24;24;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 10:01;10;10:01;aoû;2003;D;37;30.5;24.5;26.16666667;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 11:01;11;11:01;aoû;2003;D;37;38.5;24.5;29;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 12:01;12;12:01;aoû;2003;D;37;45.5;25;30.83333333;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 13:01;13;13:01;aoû;2003;D;37;52;25.5;30.91666667;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 14:01;14;14:01;aoû;2003;D;37;55;26;31.41666667;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 15:01;15;15:01;aoû;2003;D;37;55.5;26.5;31.33333333;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 16:01;16;16:01;aoû;2003;D;37;54.5;27;31.33333333;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 17:01;17;17:01;aoû;2003;D;37;51.5;27.5;31.5;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 18:01;18;18:01;aoû;2003;D;37;48;28;32;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 19:01;19;19:01;aoû;2003;D;37;43.5;28;32.16666667;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 20:01;20;20:01;aoû;2003;D;37;35;28;32;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 21:01;21;21:01;aoû;2003;D;37;30;28;31.41666667;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 22:01;22;22:01;aoû;2003;N;37;27;26.5;27.41666667;05/08/2003;VHD;;;;;;;;;;
37;05/08/2003;05/08/2003;05/08/2003 23:01;23;23:01;aoû;2003;N;37;24.5;25.5;27.41666667;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 00:01;0;00:01;aoû;2003;N;38;23;25.5;26.33333333;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 01:01;1;01:01;aoû;2003;N;38;22;25.5;26.5;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 02:01;2;02:01;aoû;2003;N;38;21.5;25;25.5;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 03:01;3;03:01;aoû;2003;N;38;21;25;25.5;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 04:01;4;04:01;aoû;2003;N;38;20;24.5;24.91666667;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 05:01;5;05:01;aoû;2003;N;38;20.5;24.5;24.41666667;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 06:01;6;06:01;aoû;2003;N;38;20;24.5;23.83333333;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 07:01;7;07:01;aoû;2003;N;38;19;24;23.41666667;05/08/2003;VHD;;;;;;;;;;
37;06/08/2003;06/08/2003;06/08/2003 08:01;8;08:01;aoû;2003;N;38;19.5;24;23.33333333;05/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 09:01;9;09:01;aoû;2003;D;38;21.5;24;23.41666667;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 10:01;10;10:01;aoû;2003;D;38;28.5;24;24.33333333;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 11:01;11;11:01;aoû;2003;D;38;38;24;27.08333333;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 12:01;12;12:01;aoû;2003;D;38;43.5;24.5;29.25;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 13:01;13;13:01;aoû;2003;D;38;50;25;30.91666667;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 14:01;14;14:01;aoû;2003;D;38;54;25;31.5;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 15:01;15;15:01;aoû;2003;D;38;54;25.5;30.41666667;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 16:01;16;16:01;aoû;2003;D;38;53;26;30.66666667;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 17:01;17;17:01;aoû;2003;D;38;51;26;30.58333333;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 18:01;18;18:01;aoû;2003;D;38;48.5;26;31.58333333;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 19:01;19;19:01;aoû;2003;D;38;43;26.5;31.83333333;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 20:01;20;20:01;aoû;2003;D;38;35;26.5;31.58333333;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 21:01;21;21:01;aoû;2003;D;38;30.5;26.5;30.33333333;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 22:01;22;22:01;aoû;2003;N;38;28;26.5;29.5;06/08/2003;VHD;;;;;;;;;;
38;06/08/2003;06/08/2003;06/08/2003 23:01;23;23:01;aoû;2003;N;38;26.5;26;28.41666667;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 00:01;0;00:01;aoû;2003;N;39;25;26;27.58333333;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 01:01;1;01:01;aoû;2003;N;39;23.5;26;26.75;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 02:01;2;02:01;aoû;2003;N;39;22.5;25.5;26.41666667;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 03:01;3;03:01;aoû;2003;N;39;21.5;25.5;25.83333333;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 04:01;4;04:01;aoû;2003;N;39;21;25;25.58333333;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 05:01;5;05:01;aoû;2003;N;39;20.5;25;25.41666667;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 06:01;6;06:01;aoû;2003;N;39;19.5;24.5;24.66666667;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 07:01;7;07:01;aoû;2003;N;39;19;24.5;24.08333333;06/08/2003;VHD;;;;;;;;;;
38;07/08/2003;07/08/2003;07/08/2003 08:01;8;08:01;aoû;2003;N;39;20;24;24;06/08/2003;VHD;;;;;;;;;;
39;07/08/2003;07/08/2003;07/08/2003 09:01;9;09:01;aoû;2003;D;39;22.5;24;24.41666667;07/08/2003;VHD;;;;;;;;;;
39;07/08/2003;07/08/2003;07/08/2003 10:01;10;10:01;aoû;2003;D;39;29.5;24.5;25.83333333;07/08/2003;VHD;;;;;;;;;;
39;07/08/2003;07/08/2003;07/08/2003 11:01;11;11:01;aoû;2003;D;39;39;24.5;27.5;07/08/2003;VHD;;;;;;;;;;
39;07/08/2003;07/08/2003;07/08/2003 12:01;12;12:01;aoû;2003;D;39;45.5;25;28.83333333;07/08/2003;VHD;;;;;;;;;;
